EventName,StateName,CountyName,Hazard,StartDate,EndDate,Month,Quarter,Year,Duration_Days,Location,County_FIPS,Remarks,Fatalities,FatalitiesPerCapita,Fatalities_Duration,Injuries,InjuriesPerCapita,Injuries_Duration,PropertyDmg,PropertyDmg(ADJ),PropertyDmgPerCapita,PropertyDmgDuration
Hurricane 2020 Laura,MISSISSIPPI,Jones, Flooding,8/28/20,8/28/20,8,3,2020,1,,28067,NCDC_Flash Flood,0,0,0,0,0,0,10000,11485.6,0.17,1
Hurricane 2020 Zeta,MISSISSIPPI,Jones, Hurricane/Tropical Storm,10/28/20,10/28/20,10,4,2020,1,,28067,NCDC_Tropical Storm,0,0,0,0,0,0,50000,57428,0.86,1
Hurricane 2021 Ida,MISSISSIPPI,Jones, Flooding,8/30/21,8/30/21,8,3,2021,1,,28067,NCDC_Flash Flood,0,0,0,0,0,0,10000,11436.95,0.17,1
Hurricane 2021 Ida,MISSISSIPPI,Jones, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28067,NCDC_Tropical Storm,0,0,0,0,0,0,75000,85777.12,1.28,1
Hurricane 2021 Ida,MISSISSIPPI,Jones, Flooding,8/30/21,8/30/21,8,3,2021,1,,28067,NCDC_Flash Flood,0,0,0,0,0,0,5000,5718.47,0.09,1
Hurricane 2021 Ida,MISSISSIPPI,Kemper, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28069,NCDC_Tropical Storm,0,0,0,0,0,0,20000,22873.9,2.6,1
Hurricane 2021 Ida,MISSISSIPPI,Kemper, Flooding,8/30/21,8/30/21,8,3,2021,1,,28069,NCDC_Flash Flood,0,0,0,0,0,0,5000,5718.47,0.65,1
Hurricane 2017 Harvey,MISSISSIPPI,Lafayette, Wind,8/31/17,8/31/17,8,3,2017,1,,28071,NCDC_Strong Wind,0,0,0,0,0,0,100000,120697.79,2.23,1
Hurricane 2020 Laura,MISSISSIPPI,Lafayette, Tornado,8/28/20,8/28/20,8,3,2020,1,,28071,NCDC_Tornado,0,0,0,0,0,0,0,0,0,0
Hurricane 2017 Harvey,MISSISSIPPI,Lamar, Flooding,8/30/17,8/30/17,8,3,2017,1,,28073,NCDC_Flood,0,0,0,0,0,0,1000,1206.98,0.02,1
Hurricane 2017 Harvey,MISSISSIPPI,Lamar," Severe Storm/Thunder Storm, Wind",8/30/17,8/30/17,8,3,2017,1,,28073,NCDC_Thunderstorm Wind,0,0,0,0,0,0,10000,12069.78,0.2,1
Hurricane 2017 Harvey,MISSISSIPPI,Lamar, Tornado,8/30/17,8/30/17,8,3,2017,1,,28073,NCDC_Tornado,0,0,0,0,0,0,150000,181046.69,2.95,1
Hurricane 2020 Zeta,MISSISSIPPI,Lamar, Hurricane/Tropical Storm,10/28/20,10/28/20,10,4,2020,1,,28073,NCDC_Tropical Storm,0,0,0,0,0,0,100000,114855.99,1.78,1
Hurricane 2021 Ida,MISSISSIPPI,Lamar, Hurricane/Tropical Storm,8/29/21,8/30/21,8,3,2021,2,,28073,NCDC_Tropical Storm,0,0,0,0,0,0,75000,85777.12,1.31,2
Hurricane 2020 Zeta,MISSISSIPPI,Lauderdale, Hurricane/Tropical Storm,10/28/20,10/28/20,10,4,2020,1,,28075,NCDC_Tropical Depression,0,0,0,0,0,0,10000,11485.6,0.16,1
Hurricane 2021 Ida,MISSISSIPPI,Lauderdale, Flooding,8/30/21,8/30/21,8,3,2021,1,,28075,NCDC_Flash Flood,0,0,0,0,0,0,30000,34310.85,0.48,1
Hurricane 2021 Ida,MISSISSIPPI,Lauderdale, Flooding,8/30/21,8/30/21,8,3,2021,1,,28075,NCDC_Flash Flood,0,0,0,0,0,0,400000,457477.96,6.36,1
Hurricane 2021 Ida,MISSISSIPPI,Lawrence, Hurricane/Tropical Storm,8/29/21,8/30/21,8,3,2021,2,,28077,NCDC_Tropical Storm,0,0,0,0,0,0,75000,85777.12,7.28,2
Hurricane 2021 Ida,MISSISSIPPI,Leake, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28079,NCDC_Tropical Storm,0,0,0,0,0,0,75000,85777.12,4.03,1
Hurricane 2021 Ida,MISSISSIPPI,Leake," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28079,NCDC_Thunderstorm Wind,0,0,0,0,0,0,10000,11436.95,0.54,1
Hurricane 2020 Delta,MISSISSIPPI,Lincoln, Hurricane/Tropical Storm,10/9/20,10/10/20,10,4,2020,2,,28085,NCDC_Tropical Depression,0,0,0,0,0,0,50000,57428,1.65,2
Hurricane 2021 Ida,MISSISSIPPI,Lincoln, Hurricane/Tropical Storm,8/29/21,8/30/21,8,3,2021,2,,28085,NCDC_Tropical Storm,0,0,0,0,0,0,100000,114369.49,3.27,2
Hurricane 2017 Harvey,MISSISSIPPI,Lowndes," Severe Storm/Thunder Storm, Wind",8/31/17,8/31/17,8,3,2017,1,,28087,NCDC_Thunderstorm Wind,0,0,0,0,0,0,5000,6034.89,0.1,1
Hurricane 2017 Harvey,MISSISSIPPI,Lowndes," Severe Storm/Thunder Storm, Wind",8/31/17,8/31/17,8,3,2017,1,,28087,NCDC_Thunderstorm Wind,0,0,0,0,0,0,5000,6034.89,0.1,1
Hurricane 2017 Harvey,MISSISSIPPI,Lowndes," Severe Storm/Thunder Storm, Wind",8/31/17,8/31/17,8,3,2017,1,,28087,NCDC_Thunderstorm Wind,0,0,0,0,0,0,5000,6034.89,0.1,1
Hurricane 2021 Ida,MISSISSIPPI,Lowndes, Flooding,8/30/21,8/30/21,8,3,2021,1,,28087,NCDC_Flash Flood,0,0,0,0,0,0,25000,28592.37,0.49,1
Hurricane 2021 Ida,MISSISSIPPI,Lowndes, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28087,NCDC_Tropical Depression,0,0,0,0,0,0,10000,11436.95,0.2,1
Hurricane 2021 Ida,MISSISSIPPI,Lowndes," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28087,NCDC_Thunderstorm Wind,0,0,0,0,0,0,5000,5718.47,0.1,1
Hurricane 2021 Ida,MISSISSIPPI,Lowndes," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28087,NCDC_Thunderstorm Wind,0,0,0,0,0,0,3000,3431.08,0.06,1
Hurricane 2021 Ida,MISSISSIPPI,Lowndes," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28087,NCDC_Thunderstorm Wind,0,0,0,0,0,0,3000,3431.08,0.06,1
Hurricane 2021 Ida,MISSISSIPPI,Lowndes," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28087,NCDC_Thunderstorm Wind,0,0,0,0,0,0,3000,3431.08,0.06,1
Hurricane 2021 Ida,MISSISSIPPI,Madison, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28089,NCDC_Tropical Storm,0,0,0,0,0,0,10000,11436.95,0.1,1
Hurricane 2021 Ida,MISSISSIPPI,Madison," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28089,NCDC_Thunderstorm Wind,0,0,0,0,0,0,10000,11436.95,0.1,1
Hurricane 2020 Zeta,MISSISSIPPI,Marion, Hurricane/Tropical Storm,10/28/20,10/28/20,10,4,2020,1,,28091,NCDC_Tropical Depression,0,0,0,0,0,0,30000,34456.8,1.41,1
Hurricane 2021 Ida,MISSISSIPPI,Marion, Hurricane/Tropical Storm,8/29/21,8/30/21,8,3,2021,2,,28091,NCDC_Tropical Storm,0,0,0,0,0,0,30000,34310.85,1.41,2
Hurricane 2021 Ida,MISSISSIPPI,Montgomery, Flooding,9/5/21,9/5/21,9,3,2021,1,,28097,NCDC_Flash Flood,0,0,0,0,0,0,10000,11436.95,1.18,1
Hurricane 2021 Ida,MISSISSIPPI,Neshoba, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28099,NCDC_Tropical Storm,0,0,0,0,0,0,15000,17155.42,0.59,1
Hurricane 2021 Ida,MISSISSIPPI,Neshoba," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28099,NCDC_Thunderstorm Wind,0,0,0,0,0,0,15000,17155.42,0.59,1
Hurricane 2021 Ida,MISSISSIPPI,Newton, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28101,NCDC_Tropical Storm,0,0,0,0,0,0,40000,45747.8,2.17,1
Hurricane 2021 Ida,MISSISSIPPI,Newton," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28101,NCDC_Thunderstorm Wind,0,0,0,0,0,0,35000,40029.32,1.9,1
Hurricane 2020 Zeta,MISSISSIPPI,Noxubee, Tornado,10/28/20,10/28/20,10,4,2020,1,,28103,NCDC_Tornado,0,0,0,0,0,0,30000,34456.8,3.37,1
Hurricane 2021 Ida,MISSISSIPPI,Noxubee, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28103,NCDC_Tropical Storm,0,0,0,0,0,0,10000,11436.95,1.13,1
Hurricane 2021 Ida,MISSISSIPPI,Oktibbeha, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28105,NCDC_Tropical Depression,0,0,0,0,0,0,10000,11436.95,0.22,1
Hurricane 2020 Zeta,MISSISSIPPI,Pearl River, Hurricane/Tropical Storm,10/28/20,10/28/20,10,4,2020,1,,28109,NCDC_Tropical Storm,0,0,0,0,0,0,15000000,17228399,306.5,1
Hurricane 2021 Ida,MISSISSIPPI,Pearl River, Hurricane/Tropical Storm,8/29/21,8/30/21,8,3,2021,2,,28109,NCDC_Hurricane,0,0,0,0,0,0,1000000,1143694.9,20.25,2
Hurricane 2020 Delta,MISSISSIPPI,Pike, Hurricane/Tropical Storm,10/9/20,10/9/20,10,4,2020,1,,28113,NCDC_Tropical Storm,0,0,0,0,0,0,100000,114855.99,2.86,1
Hurricane 2020 Zeta,MISSISSIPPI,Pike, Hurricane/Tropical Storm,10/28/20,10/28/20,10,4,2020,1,,28113,NCDC_Tropical Storm,0,0,0,0,0,0,50000,57428,1.43,1
Hurricane 2021 Ida,MISSISSIPPI,Pike, Hurricane/Tropical Storm,8/29/21,8/30/21,8,3,2021,2,,28113,NCDC_Hurricane,0,0,0,0,0,0,1000000,1143694.9,28.59,2
Hurricane 2021 Ida,MISSISSIPPI,Pontotoc, Wind,8/30/21,8/31/21,8,3,2021,2,,28115,NCDC_Strong Wind,0,0,0,0,0,0,2000,2287.39,0.07,2
Hurricane 2017 Harvey,MISSISSIPPI,Prentiss, Tornado,8/31/17,8/31/17,8,3,2017,1,,28117,NCDC_Tornado,0,0,0,0,0,0,50000,60348.9,2.39,1
Hurricane 2020 Laura,MISSISSIPPI,Prentiss, Flooding,8/30/20,8/30/20,8,3,2020,1,,28117,NCDC_Flash Flood,0,0,0,0,0,0,2000,2297.12,0.09,1
Hurricane 2020 Sally,MISSISSIPPI,Prentiss, Flooding,9/13/20,9/13/20,9,3,2020,1,,28117,NCDC_Flash Flood,0,0,0,0,0,0,2000,2297.12,0.09,1
Hurricane 2020 Delta,MISSISSIPPI,Rankin, Hurricane/Tropical Storm,10/10/20,10/10/20,10,4,2020,1,,28121,NCDC_Tropical Depression,0,0,0,0,0,0,10000,11485.6,0.07,1
Hurricane 2021 Ida,MISSISSIPPI,Rankin, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28121,NCDC_Tropical Storm,0,0,0,0,0,0,80000,91495.59,0.58,1
Hurricane 2021 Ida,MISSISSIPPI,Rankin," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28121,NCDC_Thunderstorm Wind,0,0,0,0,0,0,2000,2287.39,0.01,1
Hurricane 2021 Ida,MISSISSIPPI,Rankin," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28121,NCDC_Thunderstorm Wind,0,0,0,0,0,0,2000,2287.39,0.01,1
Hurricane 2021 Ida,MISSISSIPPI,Scott, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28123,NCDC_Tropical Storm,0,0,0,0,0,0,25000,28592.37,1.04,1
Hurricane 2021 Ida,MISSISSIPPI,Simpson, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28127,NCDC_Tropical Storm,0,0,0,0,0,0,50000,57184.75,2.22,1
Hurricane 2021 Ida,MISSISSIPPI,Simpson, Flooding,8/30/21,8/30/21,8,3,2021,1,,28127,NCDC_Flash Flood,0,0,0,0,0,0,7000,8005.86,0.31,1
Hurricane 2020 Laura,MISSISSIPPI,Smith, Flooding,8/28/20,8/28/20,8,3,2020,1,,28129,NCDC_Flash Flood,0,0,0,0,0,0,4000,4594.24,0.32,1
Hurricane 2021 Ida,MISSISSIPPI,Smith, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28129,NCDC_Tropical Storm,0,0,0,0,0,0,50000,57184.75,4.03,1
Hurricane 2021 Ida,MISSISSIPPI,Smith, Flooding,8/30/21,8/30/21,8,3,2021,1,,28129,NCDC_Flash Flood,0,0,0,0,0,0,10000,11436.95,0.81,1
Hurricane 2017 Harvey,MISSISSIPPI,Tippah, Wind,8/31/17,8/31/17,8,3,2017,1,,28139,NCDC_Strong Wind,0,0,0,0,0,0,2000,2413.96,0.11,1
Hurricane 2017 Harvey,MISSISSIPPI,Tunica, Flooding,8/31/17,8/31/17,8,3,2017,1,,28143,NCDC_Flash Flood,0,0,0,0,0,0,25000,30174.45,3.02,1
Hurricane 2020 Laura,MISSISSIPPI,Tunica," Severe Storm/Thunder Storm, Wind",8/27/20,8/27/20,8,3,2020,1,,28143,NCDC_Thunderstorm Wind,0,0,0,0,0,0,10000,11485.6,1.18,1
Hurricane 2020 Laura,MISSISSIPPI,Tunica, Wind,8/27/20,8/27/20,8,3,2020,1,,28143,NCDC_Strong Wind,0,0,0,0,0,0,2000,2297.12,0.24,1
Hurricane 2020 Delta,MISSISSIPPI,Walthall, Hurricane/Tropical Storm,10/9/20,10/9/20,10,4,2020,1,,28147,NCDC_Tropical Storm,0,0,0,0,0,0,500000,574279.97,41.4,1
Hurricane 2020 Zeta,MISSISSIPPI,Walthall, Hurricane/Tropical Storm,10/28/20,10/28/20,10,4,2020,1,,28147,NCDC_Tropical Storm,0,0,0,0,0,0,100000,114855.99,8.28,1
Hurricane 2021 Ida,MISSISSIPPI,Walthall, Hurricane/Tropical Storm,8/29/21,8/30/21,8,3,2021,2,,28147,NCDC_Hurricane,0,0,0,0,0,0,1000000,1143694.9,82.7,2
Hurricane 2020 Laura,MISSISSIPPI,Warren, Wind,8/27/20,8/27/20,8,3,2020,1,,28149,NCDC_Strong Wind,0,0,0,0,0,0,30000,34456.8,0.77,1
Hurricane 2020 Delta,MISSISSIPPI,Warren, Hurricane/Tropical Storm,10/9/20,10/10/20,10,4,2020,2,,28149,NCDC_Tropical Depression,0,0,0,0,0,0,50000,57428,1.29,2
Hurricane 2021 Ida,MISSISSIPPI,Warren, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28149,NCDC_Tropical Storm,0,0,0,0,0,0,15000,17155.42,0.4,1
Hurricane 2021 Ida,MISSISSIPPI,Warren," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28149,NCDC_Thunderstorm Wind,0,0,0,0,0,0,7000,8005.86,0.18,1
Hurricane 2020 Laura,MISSISSIPPI,Washington, Hurricane/Tropical Storm,8/27/20,8/27/20,8,3,2020,1,,28151,NCDC_Tropical Storm,0,0,0,0,0,0,20000,22971.2,0.51,1
Hurricane 2020 Delta,MISSISSIPPI,Washington, Hurricane/Tropical Storm,10/10/20,10/10/20,10,4,2020,1,,28151,NCDC_Tropical Depression,0,0,0,0,0,0,20000,22971.2,0.51,1
Hurricane 2021 Ida,MISSISSIPPI,Washington, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28151,NCDC_Tropical Depression,0,0,0,0,0,0,25000,28592.37,0.66,1
Hurricane 2020 Delta,MISSISSIPPI,Wilkinson, Hurricane/Tropical Storm,10/9/20,10/9/20,10,4,2020,1,,28157,NCDC_Tropical Storm,0,0,0,2,0,1,3000000,3445679.8,404.14,1
Hurricane 2021 Ida,MISSISSIPPI,Wilkinson, Hurricane/Tropical Storm,8/29/21,8/30/21,8,3,2021,2,,28157,NCDC_Hurricane,0,0,0,0,0,0,500000,571847.45,68.86,2
Hurricane 2021 Ida,MISSISSIPPI,Winston, Flooding,8/30/21,8/30/21,8,3,2021,1,,28159,NCDC_Flash Flood,0,0,0,0,0,0,5000,5718.47,0.33,1
Hurricane 2021 Ida,MISSISSIPPI,Winston, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28159,NCDC_Tropical Storm,0,0,0,0,0,0,1000,1143.69,0.07,1
Hurricane 2021 Ida,MISSISSIPPI,Winston," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28159,NCDC_Thunderstorm Wind,0,0,0,0,0,0,10000,11436.95,0.65,1
Hurricane 2021 Ida,MISSISSIPPI,Winston," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28159,NCDC_Thunderstorm Wind,0,0,0,0,0,0,10000,11436.95,0.65,1
Hurricane 2021 Ida,MISSISSIPPI,Yazoo, Hurricane/Tropical Storm,8/30/21,8/30/21,8,3,2021,1,,28163,NCDC_Tropical Storm,0,0,0,0,0,0,5000,5718.47,0.22,1
Hurricane 2021 Ida,MISSISSIPPI,Yazoo," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28163,NCDC_Thunderstorm Wind,0,0,0,0,0,0,35000,40029.32,1.51,1
Hurricane 2021 Ida,MISSISSIPPI,Yazoo," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28163,NCDC_Thunderstorm Wind,0,0,0,0,0,0,10000,11436.95,0.43,1
Hurricane 2021 Ida,MISSISSIPPI,Yazoo," Severe Storm/Thunder Storm, Wind",9/1/21,9/1/21,9,3,2021,1,,28163,NCDC_Thunderstorm Wind,0,0,0,0,0,0,8000,9149.56,0.35,1
Hurricane 2016 Matthew,NORTH CAROLINA,Alamance, Wind,10/8/16,10/8/16,10,4,2016,1,,37001,NCDC_Strong Wind,0,0,0,0,0,0,100000,123196.85,0.77,1
Hurricane 2018 Florence,NORTH CAROLINA,Alamance, Flooding,9/17/18,9/19/18,9,3,2018,3,,37001,NCDC_Flood,0,0,0,0,0,0,1070000,1282856.81,7.71,3
Hurricane 2018 Michael,NORTH CAROLINA,Alamance, Hurricane/Tropical Storm,10/11/18,10/11/18,10,4,2018,1,,37001,NCDC_Tropical Storm,0,0,0,0,0,0,500000,599465.8,3.6,1
Hurricane 2020 Zeta,NORTH CAROLINA,Alamance, Wind,10/29/20,10/29/20,10,4,2020,1,,37001,NCDC_Strong Wind,0,0,0,0,0,0,1000000,1148559.93,6.68,1
Hurricane 2022 Ian,NORTH CAROLINA,Alamance, Hurricane/Tropical Storm,9/30/22,9/30/22,9,3,2022,1,,37001,NCDC_Tropical Storm,0,0,0,0,0,0,750000,798076.1,4.52,1
Hurricane 2018 Michael,NORTH CAROLINA,Alexander, Hurricane/Tropical Storm,10/11/18,10/11/18,10,4,2018,1,,37003,NCDC_Tropical Storm,0,0,0,0,0,0,1000,1198.93,0.03,1
Hurricane 2018 Florence,NORTH CAROLINA,Alleghany, Wind,9/15/18,9/16/18,9,3,2018,2,,37005,NCDC_Strong Wind,0,0,0,0,0,0,2000,2397.86,0.21,2
Hurricane 2016 Matthew,NORTH CAROLINA,Anson, Wind,10/8/16,10/8/16,10,4,2016,1,,37007,NCDC_Strong Wind,0,0,0,0,0,0,100000,123196.85,4.89,1
Hurricane 2018 Florence,NORTH CAROLINA,Anson, Hurricane/Tropical Storm,9/15/18,9/15/18,9,3,2018,1,,37007,NCDC_Tropical Storm,0,0,0,0,0,0,500000,599465.8,24.1,1
Hurricane 2018 Florence,NORTH CAROLINA,Anson, Flooding,9/15/18,9/17/18,9,3,2018,3,,37007,NCDC_Flash Flood,1,0,3,0,0,0,0,0,0,0
Hurricane 2018 Michael,NORTH CAROLINA,Anson, Hurricane/Tropical Storm,10/11/18,10/11/18,10,4,2018,1,,37007,NCDC_Tropical Storm,0,0,0,0,0,0,50000,59946.58,2.41,1
Hurricane 2020 Zeta,NORTH CAROLINA,Anson, Wind,10/29/20,10/29/20,10,4,2020,1,,37007,NCDC_Strong Wind,0,0,0,0,0,0,1000000,1148559.93,52.12,1
Hurricane 2022 Ian,NORTH CAROLINA,Anson, Hurricane/Tropical Storm,9/30/22,9/30/22,9,3,2022,1,,37007,NCDC_Tropical Storm,0,0,0,0,0,0,750000,798076.1,36.35,1
Hurricane 2018 Florence,NORTH CAROLINA,Ashe, Flooding,9/16/18,9/17/18,9,3,2018,2,,37009,NCDC_Flood,0,0,0,0,0,0,50000,59946.58,2.21,2
Hurricane 2018 Florence,NORTH CAROLINA,Ashe, Landslide,9/18/18,9/18/18,9,3,2018,1,,37009,NCDC_Debris Flow,0,0,0,0,0,0,100000,119893.16,4.42,1
Hurricane 2018 Michael,NORTH CAROLINA,Ashe, Wind,10/11/18,10/12/18,10,4,2018,2,,37009,NCDC_Strong Wind,0,0,0,0,0,0,75000,89919.87,3.32,2
Hurricane 2020 Isaias,NORTH CAROLINA,Ashe," Severe Storm/Thunder Storm, Wind",8/6/20,8/6/20,8,3,2020,1,,37009,NCDC_Thunderstorm Wind,0,0,0,0,0,0,15000,17228.4,0.65,1
Hurricane 2020 Isaias,NORTH CAROLINA,Ashe," Severe Storm/Thunder Storm, Wind",8/6/20,8/6/20,8,3,2020,1,,37009,NCDC_Thunderstorm Wind,0,0,0,0,0,0,1500,1722.84,0.06,1
Hurricane 2020 Zeta,NORTH CAROLINA,Ashe, Hurricane/Tropical Storm,10/29/20,10/29/20,10,4,2020,1,,37009,NCDC_Tropical Storm,0,0,0,0,0,0,6000,6891.36,0.26,1
Hurricane 2018 Michael,NORTH CAROLINA,Avery, Flooding,10/11/18,10/11/18,10,4,2018,1,,37011,NCDC_Flash Flood,0,0,0,0,0,0,1000,1198.93,0.07,1
Hurricane 2018 Florence,NORTH CAROLINA,Beaufort, Hurricane/Tropical Storm,9/13/18,9/16/18,9,3,2018,4,,37013,NCDC_Tropical Storm,0,0,0,0,0,0,4240000,5083469.97,107.98,4
Hurricane 2016 Matthew,NORTH CAROLINA,Bertie, Flooding,10/8/16,10/13/16,10,4,2016,6,,37015,NCDC_Flood,0,0,0,0,0,0,5000000,6159842.53,316.99,6
Hurricane 2016 Matthew,NORTH CAROLINA,Bertie, Flooding,10/8/16,10/13/16,10,4,2016,6,,37015,NCDC_Flood,0,0,0,0,0,0,1000000,1231968.51,63.4,6
Hurricane 2016 Matthew,NORTH CAROLINA,Bertie, Wind,10/8/16,10/9/16,10,4,2016,2,,37015,NCDC_High Wind,0,0,0,0,0,0,50000,61598.43,3.17,2
Hurricane 2018 Florence,NORTH CAROLINA,Bertie, Tornado,9/14/18,9/14/18,9,3,2018,1,,37015,NCDC_Tornado,0,0,0,0,0,0,2000,2397.86,0.13,1
Hurricane 2019 Dorian,NORTH CAROLINA,Bertie, Hurricane/Tropical Storm,9/5/19,9/6/19,9,3,2019,2,,37015,NCDC_Tropical Storm,0,0,0,0,0,0,15000,17425.52,0.92,2
Hurricane 2020 Isaias,NORTH CAROLINA,Bertie, Hurricane/Tropical Storm,8/4/20,8/4/20,8,3,2020,1,,37015,NCDC_Tropical Storm,0,0,0,0,0,0,500000,574279.97,32.15,1
Hurricane 2020 Isaias,NORTH CAROLINA,Bertie, Tornado,8/4/20,8/4/20,8,3,2020,1,,37015,NCDC_Tornado,2,0,1,14,0,1,1000000,1148559.93,64.3,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,50000,61598.43,1.83,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,75000,92397.64,2.74,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,750000,923976.38,27.41,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,75000,92397.64,2.74,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,250000,307992.13,9.14,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,50000,61598.43,1.83,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,50000,61598.43,1.83,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,350000,431188.98,12.79,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/9/16,10,4,2016,2,,37017,NCDC_Flash Flood,0,0,0,0,0,0,100000,123196.85,3.66,2
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,200000,246393.7,7.31,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,50000,61598.43,1.83,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,2,0,1,0,0,0,75000,92397.64,2.74,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,75000,92397.64,2.74,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,100000,123196.85,3.66,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,1000000,1231968.51,36.55,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,250000,307992.13,9.14,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,1000000,1231968.51,36.55,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/9/16,10,4,2016,2,,37017,NCDC_Flash Flood,0,0,0,0,0,0,75000,92397.64,2.74,2
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,75000,92397.64,2.74,1
Hurricane 2016 Matthew,NORTH CAROLINA,Bladen, Flooding,10/8/16,10/8/16,10,4,2016,1,,37017,NCDC_Flash Flood,0,0,0,0,0,0,250000,307992.13,9.14,1
